name,description,category,unit,price
PEX Tubing Stock,Standard 3/4 inch PEX pipe material,Materials & Parts,linear ft,4
PVC Drain Tubing,Flexible reinforced drain line tubing,Materials & Parts,linear ft,3
O-Ring Replacement Kit,Assorted tank and valve replacement O-rings,Materials & Parts,each,20
Teflon Tape and Dope,Thread sealant materials for pipe connections,Materials & Parts,each,12
Brass Fitting Assortment,Connectors and adapters for plumbing lines,Materials & Parts,each,18
Silicone Grease Tube,Food-grade lubricant for valve seals,Materials & Parts,each,15
Zip Ties and Fasteners,Securing straps and mounting hardware,Materials & Parts,each,10
System Relocation Service,Disconnect and move existing water system to new location,Relocation & Removal,job,650
Temporary System Bypass Setup,Install temporary piping while system is removed for repair,Relocation & Removal,each,150
System Decommissioning,Safely disconnect and drain system for long-term storage,Relocation & Removal,each,125
Home Sale System Certification,Inspection and written report for real estate transaction,Diagnostics,each,175
Well Water Shock Chlorination,Heavy shock treatment of well and pressure tank,Maintenance,job,350
Filter Housing Wrench,Standard sump removal wrench tool,Materials & Parts,each,22
Drain Line Flow Control Replacement,Replace internal backwash flow restrictor,Repairs & Rebuilding,each,65
Brine Well Overflow Fitting,Replace safety overflow elbow and tubing,Repairs & Rebuilding,each,45
System Programming and Calibration,Program custom cycle times and hardness settings,Diagnostics,each,75
Warranty Service Dispatch,Labor coverage for manufacturer warranty part replacement,Labor,visit,125
