name,description,category,unit,price
Fleet Yard Concrete Wash,Heavy-duty cleaning of truck terminal parking areas,Specialty Commercial Cleaning,sq ft,0.18
Industrial Machinery Degreasing,Targeted pressure wash and degrease of factory equipment,Specialty Commercial Cleaning,hour,125
Oil Water Separator Pumping Coordination,Hauling and disposal coordination for wash water interceptor,Wastewater and Disposal Management,job,600
Vacuum Boom Sludge Disposal,Disposal fee for collected silt and heavy sediment per drum,Wastewater and Disposal Management,each,175
Wastewater Haul Off Fee,Transporting captured wash water to approved treatment facility,Wastewater and Disposal Management,gallon,0.35
Storm Drain Filter Sock Supply,Geotextile insert to catch debris in catch basins,Wastewater and Disposal Management,each,85
Berm Containment Wall Setup,Inflatable water containment berms deployment,Wastewater and Disposal Management,linear ft,8
Flocculant Treatment Additive,Chemical polymer to solidify suspended solids in wash water,Wastewater and Disposal Management,gallon,65
Catch Basin Cleanout,Vactor truck service to clear storm drain silt and debris,Wastewater and Disposal Management,each,450
Sewer Line Jetting,High-pressure water jetting of commercial lateral lines,Wastewater and Disposal Management,linear ft,4.5
Post-Construction Concrete Splash Wash,Removal of mortar and stucco splatter from new brickwork,Post-Construction Cleanup,sq ft,0.45
Window Frame Paint Overspray Removal,Chemical solvent and razor scraping of glass and frames,Post-Construction Cleanup,sq ft,0.85
New Build Final Exterior Wash,Comprehensive wash of entire building exterior prior to handover,Post-Construction Cleanup,sq ft,0.35
Heavy Mud and Silt Power Wash,Washing tracked-in mud and clay from new construction paving,Post-Construction Cleanup,sq ft,0.2
Masonry Acid Wash Finish,Final acid wash on new brick buildings to enhance mortar color,Post-Construction Cleanup,sq ft,0.5
Bi-Annual Soft Wash Package,Scheduled spring and fall exterior building soft wash,Maintenance Agreements and Upsells,job,1200
Monthly Drive-Thru Maintenance Plan,Contracted monthly hot water wash of restaurant drive-thru,Maintenance Agreements and Upsells,visit,300
Quarterly Parking Garage Wash Plan,Recurring multi-level deck sweep and pressure wash service,Maintenance Agreements and Upsells,visit,2500
Priority Dispatch Add-On,Guaranteed 24-hour response time for emergency cleaning calls,Maintenance Agreements and Upsells,job,200
Before and After Digital Photo Report,Detailed high-resolution photo documentation delivered digitally,Maintenance Agreements and Upsells,job,75
Exterior Lighting Fixture Rinse,Low-pressure rinse of wall pack lights and pole fixtures,Maintenance Agreements and Upsells,each,15
Security Camera Lens Wipe Down,Manual cleaning of exterior surveillance camera housings,Maintenance Agreements and Upsells,each,25
Mailbox Kiosk Pressure Wash,Washing commercial cluster mailboxes and surrounding slab,Maintenance Agreements and Upsells,each,150
Outdoor Patio Furniture Wash,Pressure cleaning of commercial dining tables and chairs,Maintenance Agreements and Upsells,each,20
