name,description,category,unit,price
Range Hood Installation,Mounting wall-chimney or under-cabinet kitchen exhaust hood.,Kitchen Remodeling,each,300
Bathroom Vanity Installation,"Setting vanity cabinet, top, and attaching plumbing fixtures.",Bathroom Remodeling,each,350
Freestanding Tub Installation,Setting acrylic or cast iron tub with floor-mounted filler.,Bathroom Remodeling,each,750
Tile Shower Pan Construction,Building custom sloped shower pan with waterproof liner.,Bathroom Remodeling,each,950
Shower Wall Tile Installation,Waterproofing and tiling shower surround walls.,Bathroom Remodeling,sq ft,18
Glass Shower Enclosure,Measuring and installing frameless glass shower door and panels.,Bathroom Remodeling,each,1200
Toilet Replacement,Removing old toilet and installing new comfort-height toilet.,Bathroom Remodeling,each,220
Niche Recessed Shower Shelf,Framing and tiling built-in shower storage niche.,Bathroom Remodeling,each,250
Recessed LED Can Light,Installing 4-inch dimmable LED recessed light fixture.,Electrical & Lighting,each,175
Pendant Light Installation,Hang and wire single pendant light over island or table.,Electrical & Lighting,each,150
Chandelier Installation,Assembly and hanging of heavy chandelier requiring bracing.,Electrical & Lighting,each,350
Under-Cabinet LED Lighting,Installing hardwired LED strip lighting under upper cabinets.,Electrical & Lighting,linear ft,35
Outlet and Switch Replacement,Swap out standard device for decorator style in matching color.,Electrical & Lighting,each,25
GFCI Outlet Installation,Install ground fault circuit interrupter outlet near water sources.,Electrical & Lighting,each,75
Smart Dimmer Switch,Install app-compatible dimmer switch controlling lighting circuits.,Electrical & Lighting,each,110
TV Wall Mount Installation,Secure flat screen mount to studs and conceal low voltage wires.,Electrical & Lighting,each,200
Faucet and Drain Assembly,"Install sink faucet, handles, and mechanical pop-up drain.",Plumbing,each,200
Shower Valve Replacement,Cut into wall and solder new pressure-balancing shower valve.,Plumbing,each,450
Freestanding Tub Rough-in,Run supply and drain lines through floor for soaking tub.,Plumbing,job,600
Ice Maker Supply Box,Install recessed water supply box for refrigerator ice maker.,Plumbing,each,250
Dishwasher Hookup,"Connect water supply, drain hose, and power to dishwasher.",Plumbing,each,175
Garbage Disposal Installation,Mount under-sink food waste disposer and wire to switch.,Plumbing,each,225
HVAC Supply Vent Relocation,Reroute metal ductwork and register for new furniture layout.,HVAC & Ventilation,each,350
Smart Thermostat Installation,Mount and configure internet-connected programmable thermostat.,HVAC & Ventilation,each,150
Bath Exhaust Fan Installation,Install quiet ventilation fan with rigid ducting to exterior.,HVAC & Ventilation,each,400
Custom Built-In Bookshelves,"Design, build, and paint custom wall-to-wall bookcases.",Custom Millwork & Furniture,linear ft,350
Custom Fireplace Mantel,Fabricate and install solid wood or faux stone fireplace mantel.,Custom Millwork & Furniture,each,850
Shiplap Wall Accent,Install tongue and groove boards on feature accent wall.,Custom Millwork & Furniture,sq ft,12
Slatted Wood Wall Panel,Install modern acoustic wood slat panels on wall or ceiling.,Custom Millwork & Furniture,sq ft,22
Custom Window Seat Bench,Build window seat with hinged storage lid and trim.,Custom Millwork & Furniture,each,950
Radiator Cover Cabinet,Custom wood and metal mesh cover to hide unsightly radiator.,Custom Millwork & Furniture,each,600
Furniture Assembly,Unpack and assemble freestanding retail furniture items.,Furniture & Staging,hour,65
Custom Area Rug Placement,"Unroll, position, and secure large custom floor rugs.",Furniture & Staging,each,100
Art Hanging and Placement,Level and secure framed artwork and mirrors to walls.,Furniture & Staging,hour,75
Window Drapery Rod Installation,Mount heavy-duty drapery rods and brackets securely.,Furniture & Staging,each,120
Curtain and Drapery Hanging,Steam and hang custom drapery panels.,Furniture & Staging,each,90
Motorized Blinds Installation,Install smart battery or hardwired motorized window shades.,Furniture & Staging,each,175
Home Staging Styling Day,"Final accessory placement, styling, and floral arrangement.",Furniture & Staging,day,800
Building Permit Acquisition,Prepare drawings and process local municipal building permits.,Permits & Administration,job,350
Architectural Plan Review Stamp,Secure structural engineer or architect stamp for project plans.,Permits & Administration,job,1200
HOA Application Processing,Prepare and submit design packets for homeowners association approval.,Permits & Administration,job,150
Dumpster Rental,"Drop off, 10-day rental, and pickup of 20-yard debris dumpster.",Permits & Administration,each,650
Post-Construction Detailed Cleaning,"Deep dust removal, surface wiping, and floor vacuuming post-remodel.",Permits & Administration,sq ft,1
Floor Protection Installation,Lay ram board and protective tape over finished floors.,Protection & Prep,sq ft,1
Dust Barrier Containment System,Erect zipper-door plastic dust walls to isolate work areas.,Protection & Prep,job,250
HVAC Duct Vent Sealing,Seal supply and return vents to prevent dust entering system.,Protection & Prep,job,100
Temporary Lighting Rig,Hang temporary work lights in rooms lacking fixtures.,Protection & Prep,each,75
Furniture Storage Wrapping,Wrap and protect remaining furniture in moving blankets and plastic.,Protection & Prep,each,50
Acoustic Insulation Batt,Install soundproofing mineral wool insulation in interior walls.,Insulation & Sound,sq ft,3
Soundproof Drywall Upgrade,Install mass loaded vinyl or resilient channel for sound control.,Insulation & Sound,sq ft,5
Interior Wall Insulation Retrofit,Blow in or batts insulation into open interior partition walls.,Insulation & Sound,sq ft,2
Pocket Door Acoustic Seal,Install perimeter brush seals to block sound transfer on sliders.,Insulation & Sound,each,120
Threshold Sound Drop Seal,Install automatic drop-down door bottom for sound isolation.,Insulation & Sound,each,180
Interior Hardware Package,"Install passage and privacy knobs, hinges, and door stops.",Hardware & Accents,each,45
Cabinet Hardware Installation,Drill jigs and mount pulls and knobs on kitchen cabinets.,Hardware & Accents,each,15
Bathroom Accessory Set,"Install towel bar, toilet paper holder, and robe hooks.",Hardware & Accents,job,200
House Number and Plaque Mount,Install modern exterior or interior address numbers.,Hardware & Accents,job,90
Threshold Transition Strip,Install metal or wood transition strip between different flooring.,Hardware & Accents,linear ft,25
Air Vent Cover Upgrade,Install decorative cast iron or wood floor/wall register covers.,Hardware & Accents,each,45
Safety Grab Bar Installation,Secure heavy-duty ADA grab bars into blocking in shower.,Hardware & Accents,each,150
Punch List Completion,"Final detailing, touch-up paint, and minor adjustment hours.",Permits & Administration,hour,75
