name,description,category,unit,price,labor_hours,material_cost
Popcorn Ceiling Scrape and Smooth,Removing acoustic texture and skimming smooth.,Ceiling Finishes,sq ft,4,0.025,0.5
Drop Ceiling Tile Spray Painting,Field painting acoustic drop ceiling tiles in place.,Ceiling Finishes,sq ft,2,0.01,0.5
Open Structure Deck Spraying,"Spraying exposed joists, pipes, and metal decking.",Ceiling Finishes,sq ft,3,0.015,0.73
Standard Flat Ceiling Painting,Applying two coats of flat latex to drywall ceiling.,Ceiling Finishes,sq ft,1,0.005,0.25
Dryfall Ceiling Coating,Applying dryfall paint to high commercial ceilings.,Ceiling Finishes,sq ft,2,0.01,0.5
Standard Wall Painting,Applying two coats of latex paint to drywall walls.,Wall Coatings,sq ft,2,0.01,0.5
Accent Wall Painting,Applying contrasting color to a single feature wall.,Wall Coatings,sq ft,3,0.015,0.73
PVA Primer Application,Sealing new unpainted drywall with PVA primer.,Wall Coatings,sq ft,1,0.005,0.25
Bond Primer Application,Applying bonding primer to glossy or difficult surfaces.,Wall Coatings,sq ft,1,0.005,0.25
Stain Blocking Primer Application,Applying shellac or oil primer over water stains.,Wall Coatings,sq ft,2,0.01,0.5
Antimicrobial Paint Application,Applying mold resistant coating in damp areas.,Wall Coatings,sq ft,3,0.015,0.73
Dry Erase Coating Application,Applying clear or white markerboard wall coating.,Wall Coatings,sq ft,12,0.05,3.93
Elastomeric Wall Coating,Applying high build elastomeric waterproofing coating.,Wall Coatings,sq ft,4,0.02,1
Intumescent Fire Retardant Paint,Applying certified fire rated intumescent steel coating.,Wall Coatings,sq ft,15,0.06,5
Anti-Graffiti Clear Coating,Applying sacrificial or permanent anti-graffiti seal.,Wall Coatings,sq ft,5,0.025,1.27
Interior Door Painting,Painting both sides of a standard hollow metal door.,Doors and Trim,each,125,0.8,18.33
Interior Double Door Painting,Painting both leaves of a double door set.,Doors and Trim,each,220,1.4,30
Door Frame and Jamb Painting,Painting single metal or wood door frame and stops.,Doors and Trim,each,65,0.4,10
Storefront Door Painting,Painting aluminum or steel storefront entry door.,Doors and Trim,each,175,1.1,25
Fire Door Intumescent Edge Painting,Applying rated paint code to fire door edges.,Doors and Trim,each,90,0.5,18.33
Baseboard Painting,Painting wood or rubber baseboard trim.,Doors and Trim,linear ft,2,0.01,0.5
Crown Molding Painting,Painting architectural crown molding up to 6 inches.,Doors and Trim,linear ft,5,0.03,0.83
Chair Rail Painting,Painting wall chair rail or wainscot trim.,Doors and Trim,linear ft,3,0.018,0.53
Window Frame and Sill Painting,Painting interior window casing and sill.,Doors and Trim,each,75,0.45,11.67
Handrail and Baluster Painting,Painting stairs handrail system and spindles.,Doors and Trim,linear ft,15,0.09,2.5
Epoxy Floor Coating System,"Applying primer, solid color epoxy, and clear topcoat.",Flooring and Specialty Finishes,sq ft,6,0.025,1.93
Epoxy Flake Floor System,Full broadcast decorative vinyl flake epoxy flooring.,Flooring and Specialty Finishes,sq ft,8,0.035,2.53
Urethane Cement Flooring,Heavy duty thermal shock resistant flooring system.,Flooring and Specialty Finishes,sq ft,12,0.05,3.93
Concrete Floor Diamond Grinding,Mechanical prep and grinding of concrete slabs.,Flooring and Specialty Finishes,sq ft,2,0.012,0.33
Concrete Acid Staining,Applying reactive chemical stain to concrete floors.,Flooring and Specialty Finishes,sq ft,5,0.025,1.27
Line Striping and Floor Markings,Painting safety lines and walkways on warehouse floors.,Flooring and Specialty Finishes,linear ft,3,0.018,0.53
Warehouse Stenciling,Painting zone numbers or safety text on floors or walls.,Flooring and Specialty Finishes,each,45,0.25,8.33
Concrete Sealer Application,Applying clear acrylic or penetrating sealer to concrete.,Flooring and Specialty Finishes,sq ft,1,0.005,0.25
Electrostatic Metal Painting,Spraying metal office furniture or lockers onsite.,Metal and Specialized Coatings,sq ft,7,0.035,1.93
Structural Steel Priming,Applying shop or field primer to bare structural steel.,Metal and Specialized Coatings,sq ft,3,0.015,0.73
Structural Steel Finish Painting,Applying alkyd or polyurethane finish coat to steel.,Metal and Specialized Coatings,sq ft,4,0.02,1
Metal Pipe Racks Painting,Painting exposed overhead or wall conduit and pipes.,Metal and Specialized Coatings,linear ft,5,0.03,0.83
Security Bollard Painting,Painting and striping steel safety bollards.,Metal and Specialized Coatings,each,65,0.4,10
Elevator Door Metal Refinishing,Refinishing or painting elevator cab doors.,Metal and Specialized Coatings,each,350,2,66.67
Commercial Radiator Cover Painting,"Removing, painting, and reinstalling radiator covers.",Metal and Specialized Coatings,each,95,0.6,13.33
Commercial Vinyl Wallcovering Installation,Hanging commercial grade Type II vinyl wallcovering.,Wallcovering,sq ft,4,0.015,1.33
Murals and Graphics Installation,Installing client supplied large format vinyl wall graphics.,Wallcovering,sq ft,6,0.03,1.5
Acoustic Wall Panel Installation,Fabric wrapped acoustic panel mounting and alignment.,Wallcovering,sq ft,10,0.05,2.5
Corner Guard Installation,Surface mounting vinyl or stainless steel corner guards.,Wallcovering,linear ft,12,0.06,2.8
Plastic Wall Protection Sheet Installation,Installing impact resistant FRP panels in high wear areas.,Wallcovering,sq ft,7,0.035,1.93
Floor Protection Poly and Tape,Laying heavy duty rosin paper and plastic film protection.,Protection and Containment,sq ft,1,0.005,0.25
Ram Board Floor Protection,Installing heavy duty temporary floor protection board.,Protection and Containment,sq ft,1,0.005,0.25
Carpet Protection Film,Applying adhesive polyethylene carpet shield film.,Protection and Containment,sq ft,1,0.005,0.25
Dust Containment Plastic Barrier,Building temporary floor-to-ceiling plastic containment walls.,Protection and Containment,linear ft,15,0.08,3.33
ZipWall Dust Barrier System,Erecting spring loaded pole dust barrier with zipper access.,Protection and Containment,linear ft,18,0.09,4.67
Negative Air Machine Rental,HEPA air scrubber rental for dust and odor control.,Protection and Containment,day,125,0.2,66.67
HVAC System Masking and Sealing,Sealing vents and diffusers to prevent dust circulation.,Protection and Containment,each,25,0.15,4.17
Furniture and Fixture Masking,Covering desks and equipment with plastic sheeting.,Protection and Containment,each,20,0.12,3.33
Scaffolding Rental and Setup,Erecting rolling frame scaffolding up to two tiers.,Access Equipment,week,350,1.5,113.33
Scissor Lift Rental,Daily rental of electric indoor scissor lift.,Access Equipment,day,250,0.5,125
Boom Lift Rental,Daily rental of electric articulated boom lift.,Access Equipment,day,450,0.5,258.33
Personnel Lift Rental,Daily rental of push-around vertical mast lift.,Access Equipment,day,175,0.5,75
Extension Ladder Safety Setup,Deploying levelers and tie-offs for high wall access.,Access Equipment,each,75,0.4,16.67
OSHA Compliance Safety Plan,Drafting site specific safety and hazard communication plan.,Permits and Compliance,job,200,1.2,33.33
City Building Permit Fee,Securing local municipal commercial painting permits.,Permits and Compliance,job,300,0,200
Environmental Disposal Fee,Disposal fees for leftover paint and hazardous materials.,Permits and Compliance,job,150,0,100
Dumpster Rental,Roll-off dumpster for construction debris and trash.,Permits and Compliance,each,600,0,400
After-Hours Building Security Guard,Mandatory security escort during off-hour painting shifts.,Permits and Compliance,hour,50,1,0
Final Construction Cleanup,Detailed broom clean and wipe down of painted areas.,Cleanup and Handover,sq ft,1,0.006,0.13
HEPA Vacuum Detailed Cleaning,"Vacuuming dust from floors, ledges, and fixtures.",Cleanup and Handover,sq ft,1,0.006,0.13
Window Glass Paint Spot Removal,Scraping and cleaning paint overspray off glass.,Cleanup and Handover,sq ft,1,0.006,0.13
Touch-Up Paint Kit Left Behind,Labeled quart cans of each color for facility maintenance.,Cleanup and Handover,each,75,0.2,33.33
Punch List Completion Visit,Dedicated site visit for client walkthrough touch-ups.,Cleanup and Handover,visit,250,1.5,43.33
Zero-VOC Paint Upgrade,Upgrading standard paint to premium zero-VOC formulation.,Material Upgrades,sq ft,1,0.002,0.6
High-Durability Epoxy Eggshell Upgrade,Upgrading to moisture and scrub resistant wall coating.,Material Upgrades,sq ft,1,0.002,0.6
Drywall Level 5 Finish Upgrade,Skim coating entire wall surface to eliminate lighting flaws.,Material Upgrades,sq ft,2,0.01,0.5
Custom Corporate Color Matching,Formulating custom PMS color matched paint batches.,Material Upgrades,each,100,0.5,25
Stain Grade Clear Wood Finish,Applying sanding sealer and two coats of polyurethane to wood.,Material Upgrades,sq ft,4,0.02,1
Weekend Rush Execution,Mobilizing accelerated crew to complete work over one weekend.,Material Upgrades,job,1500,8,333.33
Daily Facility Maintenance Touch-Up,Ongoing monthly maintenance painting hours contract.,Material Upgrades,hour,75,0.6,0
Cabinetry Spray Refinishing,Factory finish spraying of commercial millwork cabinets.,Material Upgrades,sq ft,9,0.045,2.4
Epoxy Cove Base Installation,Installing seamless resinous cove base in wet areas.,Material Upgrades,linear ft,14,0.07,3.33
Whiteboard Paint Application,Applying specialty dry-erase clear coat over accent walls.,Material Upgrades,sq ft,10,0.04,3.33
